Date,Democrats,Independents,Republicans
SEP 2021,6.603455857569153,16.74285347992082,52.59924330220852
APR 2022,4.431889123376141,11.12488906893114,51.07881144475165
SEP 2022,7.869405838736262,12.99915658662141,43.77350818886273
JAN 2023,7.726933462468629,16.72737756590963,40.15025262302049
APR 2023,6.162347069347684,19.51665030130992,50.81691908209289
MAY 2023,5.998160685280859,16.49180029460389,49.36828905254992
SEP 2023,6.137904958917161,22.26023865790659,52.39653885641211
JAN 2024,7.137614133307392,23.0465253870108,59.94512816794752
JUN 2024,9.437328615432891,19.85197022759895,51.56911897359523
SEP 2024,5.964373860892715,23.02741484105051,50.36038092988291
NOV 2024,6.862537046520306,23.21774532459019,52.56675752747082
MAY 2025,6.394591517303534,16.41163474698904,47.0705941325761
SEP 2025,5.008752424140349,16.26937825373236,47.34756464710875
JAN 2026,7.325319690931403,15.54991885001817,48.7778422608467
SEP 2026,9.758308215584988,20.83860877091474,51.4344269129362
