Date,White,Black,Hispanic
SEP 2022,6.799749962438351,12.95809102388008,10.75733571589735
JAN 2023,6.134012264474336,9.910834126430199,9.602870900807762
APR 2023,5.994478944946791,12.88232923230787,13.08626411232355
MAY 2023,9.124480655288924,10.91442594163512,9.04072426437685
JUN 2023,8.549907224566676,21.716431816646,17.1071674413275
SEP 2023,7.241569698566463,14.58367687972109,18.51617086368227
JAN 2024,7.988136416866751,12.02567021670794,9.208667777545667
JUN 2024,8.153540978607602,18.49254857382276,10.84969650487542
NOV 2024,5.275706171739614,9.548680395726151,10.4614025601605
MAY 2025,13.80819681205578,19.82493453964818,13.56500128269034
SEP 2025,8.19335437834197,20.50412349061766,11.37285045596234
