Date,White,Black,Hispanic
JUN 2021,6.998673889364422,5.552375872793737,22.61701153830543
SEP 2021,9.480080314476174,11.06873864429197,11.89706652123513
APR 2022,7.341320848147115,6.740619729388131,11.30976724321311
SEP 2022,4.714946822749241,7.936115460232031,5.830411650496405
JAN 2023,3.652125852084044,7.807049502664623,6.457190750157638
APR 2023,2.829479465371473,8.474242775272547,6.773501365625692
MAY 2023,3.047616988716205,7.117189853801904,7.473254470389101
JUN 2023,3.888647386500175,14.4079003464231,10.73966783328143
SEP 2023,4.365165323904876,6.987143193003678,7.268325975104879
JAN 2024,5.668403688138223,9.939124137328488,6.605623579742092
JUN 2024,5.479219047009564,11.76225237905568,8.441507671441334
SEP 2024,5.079329331529813,9.428756859873083,7.105850785208352
NOV 2024,3.541379846326243,7.250169513579495,6.798687722503304
